32244	["gynaecological examination", "gynaecological checkup"]	Comprehensive physical assessment of a woman's reproductive system performed by a healthcare provider.
32246	["health center", "health centre", "healthcare center", "healthcare facility"]	Building providing medical services, including maternal and infant care, symbolized by a red‑cross house.
32248	["labour bed", "birthing bed"]	Adjustable medical bed allowing head, middle, or foot sections to be raised during childbirth.
32250	["die"]	Cease living, losing bodily functions and attributes necessary for biological existence.
32252	["catheter"]	Thin flexible tube placed in body to deliver or remove fluids, maintaining passage.
32254	["praxia"]	Therapeutic approach training oral motor actions to improve speech production abilities
32256	["praxia"]	Therapeutic training of oral‑motor movements to improve speech production skills.
32259	["medical chart", "medical history"]	Document recording a patient’s medical and prenatal history, used in gynecology and obstetrics.
32262	["umbilical cord", "umbilical"]	Membranous duct linking fetus to placenta, providing nutrient and gas exchange.
32264	["pee", "urinate"]	Release urine from the bladder, typically through the urethra as a bodily function.
32266	["go bathroom allowed", "allowed to go bathroom"]	Female patient permitted to use restroom for urinary or gynecological needs during care
32267	["go bathroom allowed", "allowed to go bathroom"]	Permitted access to a female-designated restroom for health or medical reasons.
32270	["sit properly", "sit up straight", "good posture"]	Align spine and limbs while seated, maintaining upright posture for health.
32272	["sit wrong", "bad posture", "wrong posture"]	Adopt slouched posture while seated, stressing spine and compromising health
32274	["lumps", "genital bumps", "genital lumps"]	Localized abnormal swelling near female vaginal opening, indicating possible gynecologic condition.
32276	["tie up", "moor", "hold", "tie down"]	Secure or restrain by fastening with rope, cable, or other binding material.
32278	["he doesn't pee", "he doesn't urinate"]	absence of urinary excretion in a male individual during a given period
32279	["she doesn't pee", "she doesn't urinate"]	Absence of urinary elimination by a female individual during a specific episode.
32282	["put on a gown", "put on a hospital gown"]	Help a patient slide arms into a hospital gown for medical examination.
32284	["cracked nipple"]	Painful fissured nipple skin caused by dryness or irritation on breast tissue
32286	["epidural", "epidural administration", "epidural anaesthesia"]	Injection of anesthetic into spinal epidural space, numbing abdomen, pelvis, childbirth.
32288	["transport in wheelchair", "wheel"]	Man moves pregnant female patient seated in wheelchair using wheels for relocation
32290	["public speaking skills", "public speaking techniques"]	Ability to effectively address audiences, convey ideas, and engage listeners confidently.
32292	["what branch?", "what secondary education branch?"]	An interrogative query seeking the specific academic discipline among multiple fields
32294	["higher education", "secondary education"]	Post‑secondary instruction offered by colleges, universities, and institutes beyond secondary schooling.
32296	["ill", "sick"]	Experiencing impaired physical or mental function requiring medical attention, often accompanied by discomfort
32298	["cry", "weep"]	Emit tears and vocal lamentation due to sadness, anger, or pain.
32300	["serious"]	Earnest, focused demeanor expressing deep purpose and gravity, clear of playfulness.
32302	["simple", "easy"]	Having few components, straightforward, requiring minimal effort and easily understood.
32304	["problem"]	A question presented for consideration and solution, often requiring mathematical reasoning.
32306	["us", "we", "ourselves"]	First‑person plural pronoun denoting the speaker together with other persons.
32308	["I am not able to read", "I cannot read"]	Lacking the skill to interpret written symbols for communication, language, and literature
32310	["maternity ward", "water birth"]	Hospital unit delivering obstetric care, supporting pregnant women, newborns, and water births.
32312	["water polo"]	Team sport played in a pool where swimmers aim to score with a ball
32313	["water polo"]	Team sport in a pool where swimmers aim a ball into opponent's goal
32316	["secure", "fasten", "fasten the belt", "belt"]	Fasten a belt or strap by pressing the buckle, attaching it firmly.
32317	["secure", "fasten", "fasten the belt", "belt"]	Fasten a belt or latch firmly, guiding the strap through the buckle.
32320	[" unfasten"]	Release a fastening mechanism, such as pulling a seatbelt buckle apart.
32321	[" unfasten"]	Release a latch or clip, allowing a case or cover to open.
32324	["associate", "pair", "link", "connect", "relate"]	Link two entities, ideas, or people by establishing a logical or causal relationship.
32326	["depression"]	Persistent low mood, loss of interest, fatigue, and feelings of hopelessness.
32328	["downhearted", "discouraged", "demotivated"]	Feeling low, melancholy, and demotivated; showing gloomy, despondent, inward demeanor.
32329	["downhearted", "discouraged", "demotivated"]	Feeling deep disappointment and loss of enthusiasm, marked by sorrowful, listless demeanor.
32332	["police station", "police headquarters"]	Building serving as district police headquarters, dispatching officers and receiving arrested individuals.
32333	["police station", "police headquarters"]	Central building where police officers coordinate dispatch, detain arrestees, and manage district security.
32334	["police station"]	Building serving as district headquarters where police are dispatched and detained persons received
32338	["unpleasant", "revolting", "disgusting"]	Causing strong disapproval, aversion, or disgust through offensive taste, smell, or language.
32340	["nice", "tasty", "delicious"]	Highly pleasing to the palate, offering rich, enjoyable flavor that delights the eater.
32342	["employers' organization", "employers' association"]	Formal collective of employers coordinating industry policies and representing member firms
32344	["cultural association"]	Formal group uniting members to promote arts, performance, and interdisciplinary cultural activities
32346	["wine employers association", "vine-grower association"]	Formal collective of wine producers and vineyard owners coordinating industry interests.
32348	["interpretation centre", "interpretation center"]	Facility that collects, preserves, and presents objects of scientific, historical, or artistic significance.
32349	["interpretation centre", "interpretation center"]	Facility that collects, exhibits, and explains scientific, historical, or artistic objects.
32352	["women's resource center"]	Community building where females access support, information, and programs promoting empowerment.
32354	["paint store"]	Retail establishment selling paints, primers, brushes and related coating supplies.
32356	["insurance broker"]	Professional intermediary who matches clients with insurance policies, handling contracts and payments
32358	["beer bar", "beer hall", "pub"]	Establishment serving alcoholic beverages with counters, taps, stools, and displayed cans.
32360	["nostalgic", "nostalgic"]	Warm longing for past experiences, places, or people, evoking bittersweet remembrance.
32362	["males", "men"]	Human individuals of the male sex, including men and boys across ages.
32364	["women", "females"]	Persons belonging to the female sex, capable of bearing children, across all ages.
32366	["forbid", "forbidden"]	Official restriction indicating an action is prohibited, shown by red circle with slash.
32368	["bodybuilding supplement", "high protein drink", "protein shake"]	High-protein drink formulated to support muscle growth and repair for strength training.
32370	["school bus"]	Yellow vehicle transporting students to and from school, featuring stop sign and red lights
32372	["tracheotomy", "tracheostomy"]	Surgical creation of a neck opening into the trachea with tube securing airway.
32374	["child safety seat"]	Adjustable harnessed vehicle seat, installed securely, protecting young passengers during travel.
32376	["lunch bag"]	Flexible container with single opening for carrying a midday meal and snacks
32378	["unearth", "exhume", "excavate", "dig up"]	Reveal buried objects by digging, extracting, or brushing away earth.
32380	["archaeology", "archeological site", "excavation"]	Scientific study of past human societies through systematic excavation and analysis of material remains
32382	["archaeologist", "archeologist"]	Specialist who investigates ancient societies by excavating sites and analyzing material culture.
32384	["archaeologist", "archeologist"]	Professional who studies ancient societies and material culture through systematic excavation and analysis
32386	["uneven", "different"]	Varied in shape, color, or quality; showing dissimilar forms and visual weight.
32388	["broken"]	Separated into uneven pieces, showing cracks or splits, as in a cracked mirror.
32390	["rare", "strange", "odd"]	Uncommon, strikingly unusual quality or characteristic that deviates markedly from typical expectations
32392	["equal", "same", "the same", "identical", "twin"]	Having identical quantity, value, or measure as another; matching exactly in magnitude
32394	["uneven", "different"]	Lacking uniformity; varying in shape, level, or degree across parts.
32396	["weekend"]	Friday night through Sunday, the two‑day interval designated for rest.
32398	["bar", "saloon", "barroom"]	A venue where alcoholic drinks are served over a counter.
32400	["coffee bar", "cafe", "coffee shop"]	Small hospitality venue serving coffee, drinks, and light snacks under a welcoming awning
32402	["hamburger restaurant", "hamburger bar"]	Affordable eatery serving burgers, chicken, milkshakes fast in a casual building.
32404	["petrol station", "gas station", "gasoline station"]	Facility where vehicles receive fuel from pumps with digital display and nozzle.
32406	["museum"]	Institution that collects, preserves, and exhibits objects of scientific, historical, and artistic significance
32408	["restaurant", "eating place"]	Commercial building where patrons receive prepared meals and beverages for onsite consumption together
32410	["seaport", "harbour", "harbor", "port"]	Coastal facility where ships load, unload, and passengers transit internationally.
32412	["theatre", "theater"]	A building for presenting live drama, comedy, or film performances to audiences
32414	["police station", "police headquarters"]	District headquarters where officers are dispatched and detainees are received
32416	["camp", "summer camp", "holiday camp"]	Seasonal recreational site offering lodging, activities, and outdoor programs for children.
32418	["zoological garden", "zoo"]	Public facility that exhibits wild animals within landscaped enclosures for education and recreation
32420	["camping site", "camping area", "campground", "campsite"]	Designated outdoor area where holidaymakers pitch tents and set up temporary shelters.
32422	["bedroom", "sleeping room", "bedchamber"]	A private indoor space containing a bed for resting and sleeping
32424	["workshop"]	A small place where skilled handcrafting, manufacturing, and learning activities occur.
32426	["showers", "shower room"]	Room equipped with multiple showerheads that emit water streams for bathing.
32428	["speech therapy"]	Professional intervention improving speech production and articulation through targeted exercises.
32430	["prison", "jail"]	State-run facility confining individuals awaiting trial or serving sentenced punishment.
32432	["good", "saintly", "blessed"]	Morally admirable, holy, and blessed quality reflecting spiritual purity and righteous communication.
32434	["simple", "easy"]	Having few parts, straightforward, requiring little effort and easily understood.
32436	["hard", "complicated", "difficult", "complex"]	Requiring substantial effort or skill to accomplish, understand, or endure.
32438	["all", "everything", "all", "everything"]	Every entity, concept, or quantity without exclusion, encompassing complete totality.
32440	["sweet"]	Pleasantly sugary taste, often used to describe foods, drinks, or kind speech.
32442	["holidays", "vacation"]	Scheduled period of leisure away from work or study for rest and enjoyment
32444	["liar"]	Someone who repeatedly tells falsehoods, distorting truth for personal advantage.
32446	["school", "high school", "secondary school", "high school"]	Institution where youths receive instruction, typically housed in a building with classrooms.
32448	["pizzeria"]	Restaurant specializing in preparing and selling pizza, often featuring a visible storefront display.
32450	["library"]	Building that stores books, media, and resources for public or institutional use
32452	["Saint John's day"]	Christian feast commemorating the disciple John, celebrating his gospel, epistles, and Revelation.
32454	["Father Christmas", "Santa Claus"]	Male holiday figure delivering gifts from December 24 through January 6, wearing red hat.
32456	["Merry Christmas!", "Merry Christmas"]	Joyful seasonal greeting celebrating Christ's birth, expressing festive cheer and goodwill.
32458	["Merry Christmas!", "Merry Christmas"]	Cheerful greeting celebrating Christ’s birth, expressing festive joy from Dec 24 through Jan 6.
32460	["All Saints Day"]	Christian feast celebrating every canonized saint, observed annually on November first
32462	["grove"]	Small grouping of trees growing close together with minimal underbrush.
32464	["water"]	A clear, odorless, tasteless liquid essential for animal and plant life, flowing freely.
32466	["measuring jar", "measuring cup"]	Transparent graduated container with handle and spout, marked for measuring liquids and granules
32468	["wooden spoon"]	A wooden utensil with a smooth rounded bowl and tapered handle, crafted from natural wood
32470	["mold", "baking tin", "mould"]	Circular baking tin with fluted edge, shaping pastry dough as it hardens.
32472	["quiche"]	Savory baked tart with custard base, cheese, ham, vegetables, or seafood filling.
32474	["starter", "first course"]	Appetizing small dish served before the main meal to stimulate the palate.
32476	["dough", "pastry"]	Flexible flour and water mixture, often with fat, ready for kneading or rolling.
32478	["Easter egg"]	Sweet egg-shaped confection enjoyed during spring celebrations, often chocolate-coated and decorated.
32480	["Happy New Year!", "Happy New Year"]	Cheerful greeting celebrating the first day of the new calendar year.
32482	["farm"]	Agricultural site where people cultivate land and raise domesticated livestock.
32484	["cinema"]	Venue where motion pictures are projected for public viewing, encompassing film reels and storytelling.
32486	["snack bar", "sandwich bar"]	Casual venue offering inexpensive quick foods like hot dogs and sandwiches under simple awning.
32488	["calendar"]	A yearly grid displaying each day in numbered squares for scheduling events.
32490	["menstruation", "period"]	Monthly uterine blood discharge in nonpregnant women from puberty until menopause.
32492	["vitamins"]	Essential organic compounds required in minute amounts for normal metabolic processes
32494	["dialysis"]	Process removing waste from blood using semipermeable membrane filtration for maintenance.
32496	["educative physiotherapy", "kinesiology", "physical therapy", "physiotherapy"]	Therapeutic practice teaching movement skills through guided exercises and modalities.
32497	["educative physiotherapy", "kinesiology", "physiotherapy", "physical therapy"]	Therapeutic practice teaching movement skills through guided exercises and physical modalities.
32500	["go in a wheelchair", "wheel"]	to travel forward while seated in a wheelchair using its wheels
32501	["go in a wheelchair", "wheel"]	Travel forward using a wheelchair’s wheels and manual propulsion by hand.
32504	["sports centre", "sports arena"]	Building offering indoor facilities for multiple sports such as basketball, weightlifting, table tennis, gymnastics.
32506	["airport"]	Facility with runways, control tower, passenger terminals and cargo handling services.
32508	["trip"]	Planned journey undertaken for a purpose, often involving travel and return.
32510	["oven tray", "baking tray", "baking dish", "roasting pan", "roasting tin"]	Flat rectangular metal sheet with raised edges for baking, roasting, and cooking.
32512	["coffee"]	Brewed drink made from roasted ground beans, served hot in cup.
32514	["menu"]	Printed list of dishes offered by a restaurant, showing available food selections.
32516	["marbles"]	Traditional children's game using small hard glass balls rolled or flicked toward targets
32518	["drawing"]	Representation of objects or forms on a surface using lines.
32520	["slalom", "avoid", "negotiate"]	Navigate a winding course marked by upright poles, weaving between them rapidly.
32522	["nothing"]	nonexistent entity lacking substance, significance, or measurable quantity in any context.
32524	["salty"]	A sharp, briny taste reminiscent of seawater, often describing food or attitude.
32526	["bad", "wicked", "evil"]	Morally corrupt, harmful, or poor-quality, causing adverse outcomes or disapproval.
32528	["uncomfortable"]	Causing physical distress or unease, such as a hard seat or oppressive heat.
32530	["fever", "febrility"]	Elevated body temperature indicating infection, often shown by red thermometer reading.
32532	["mold", "baking tin"]	Oval-shaped kitchen utensil for shaping pastries as liquid batter solidifies
32534	["New Year's Eve", "December 31"]	December 31 celebration marking the final day of the year with midnight festivities
32536	["New Year"]	First day of the calendar year, marked by celebrations and festive traditions.
32538	["Holy Week", "Passion Week"]	Christian liturgical week preceding Easter, commemorating Jesus' Passion and resurrection preparation.
32540	["post", "email"]	Global digital messaging system allowing users to compose and retrieve messages online
32542	["science", "natural science"]	Systematic study of natural phenomena using observation, experimentation, and organized principles.
32544	["religion", "history of religions"]	System of beliefs, rituals, and institutions centered on supernatural powers governing humanity.
32546	["language", "language lesson", "literacy"]	System of symbols and rules enabling communication, reading, writing, and structured learning
32548	["physical education", "Physical Education lesson"]	Instructional program developing bodily fitness, athletic skills, and health awareness through sport.
32550	["artistic education", "Art lesson"]	Instruction fostering creative techniques in drawing, painting, and interdisciplinary artistic practice.
32552	["psychomotor ability"]	Coordination of mental processing with precise physical movements and spatial tasks.
32554	["maths class", "mathematics", "maths"]	A lesson series where students learn mathematical concepts, calculations, and logical reasoning.
32556	["homework"]	Assigned school tasks completed at home, often to reinforce learning.
32558	["dyslexia"]	Neurological condition causing difficulty decoding written symbols and frequent letter reversals
32560	["ballet", "classical ballet", "classic dance"]	Ballet: classical dance form featuring precise steps, graceful movements, narrative storytelling with music.
32562	["dance", "contemporary dance", "modern dance", "break dance"]	Rhythmic, expressive movement of the body performed in time with music.
32564	["hope"]	Confident expectation that a desired outcome will occur, inspiring perseverance and optimism.
32566	["activities and festivities", "activities and celebrations"]	A social gathering comprising various celebrations and communal activities shared among participants.
32568	["toys", "toy"]	Objects crafted for play, often colorful, ranging from stuffed animals to miniature vehicles
32570	["clothes and accessories"]	Items worn or carried for personal adornment, including garments and supplementary decorative pieces.
32572	["living beings", "beings", "animals and plants"]	Organisms that grow, reproduce, and metabolize, encompassing animals, plants, and similar life forms.
32574	["game and sport", "games and sports"]	organized physical activities that involve competition, skill, and recreational equipment
32576	["health and hygiene"]	Practices and sciences preserving physical wellbeing through cleanliness, disease prevention, and health monitoring
32578	["appliances and furniture"]	durable household and office items such as equipment, fixtures, and furnishings
32580	["board games", "table games"]	Tabletop contests using a marked surface, pieces, dice, and strategic interaction.
32582	["objects", "everyday objects", "object", "everyday object"]	A set of tangible items sharing a common attribute, exemplified by everyday items.
32584	["adjectives", "attributes", "qualities"]	Words that modify nouns by expressing attributes, qualities, or distinguishing characteristics.
32586	["color and shape", "shape and measure", "color and shapes", "shapes and measure"]	visual attributes of objects, describing hue and geometric outline together
32588	["personal"]	pertaining to an individual's private life, feelings, possessions, or concerns
32590	["sensations and feelings"]	A range of affective and bodily experiences, including excitement, discomfort, contentment, and distress.
32592	["expression", "gesture", "expressions", "gestures"]	A verbal or nonverbal symbol conveying meaning, feeling, or categorization in communication.
32594	["furniture", "furnishings", "piece of furniture", "pieces of furniture"]	Movable objects such as chairs, wardrobes, and tables that equip a room for use.
32596	["spatial concepts"]	Properties describing positions, distances, orientations, and relationships of objects within space.
32598	["place", "places"]	Specific location designated for a particular function such as living, care, or recreation.
32600	["time and weather"]	the measurable progression of moments together with atmospheric conditions of temperature, wind, clouds, precipitation
32602	["food and drinks"]	Edible solids and consumable liquids that provide nourishment and hydration to animals.
32604	["verbs", "verb"]	Words that express actions, events, or states, serving as sentence predicates.
32606	["expressions"]	Linguistic symbols conveying thoughts, emotions, or interrogative and exclamatory nuances in communication.
32608	["nomad"]	A person who moves seasonally, lacking a permanent settlement, traversing rugged landscapes.
32610	["axe", "ax"]	Heavy‑bladed edge tool mounted on a wooden handle, often decorated historically.
32611	["axe", "axe head"]	Heavy stone tool with broad flat edge and tapered back, hand‑crafted for cutting.
32614	["hand axe", "handaxe"]	Stone chopping tool held in hand, featuring symmetrical teardrop shape and sharp curved edge
32616	["polished stone"]	Man‑made smooth elongated grayish artifact marking the final Stone Age phase.
32618	["shape", "form"]	Mold or alter a material's configuration by applying pressure or influence.
32619	["shape", "form"]	Mold or give a definite form to something by applying pressure.
32622	["decorate", "cardium pottery"]	Adorn objects with ornamental designs, patterns, or colors, enhancing aesthetic appeal.
32624	["rowing boat", "trireme"]	Ancient Roman trireme, three‑tiered oared warship used for naval traffic and combat
32626	["melt", "melt down"]	Transform solid material into liquid through heating, as when metal liquefies.
32628	["evolution"]	Gradual biological transformation of a species or taxonomic group over successive generations.
32630	["Pre-history", "Prehistory"]	Era of human cultural development preceding written records, marked by stone tools and early symbolism.
32632	["History"]	Recorded past of humanity, preserving events, cultures, and knowledge across time periods.
32634	["history"]	Chronological record and analysis of human events shaping societies from past onward
32636	["Paleolithic", "Stone age"]	Earliest human cultural period (≈750,000–8,500 BC) marked by stone tool production
32638	["Stone age", "Neolithic"]	Prehistoric era when humans crafted and used stone tools, marking early cultural development.
32640	["Age of metals"]	Era succeeding the Bronze Age marked by widespread iron tool and weapon production.
32642	["deputy", "representative", "member of parliament"]	Elected official serving in a lower legislative chamber representing constituents.
32644	["deputy", "representative", "member of parliament"]	Elected female legislator serving in lower house of parliament, representing constituents.
32646	["deputy", "representative", "member of parliament"]	Elected official serving in a legislative lower chamber, representing constituents.
32648	["help", "aid", "assist"]	Provide support or assistance to someone, enabling them to accomplish a task
32650	["tap", "water faucet", "water tap"]	Metallic faucet with a cylindrical handle and curved spout used to dispense water.
32652	["bad", "wicked", "evil"]	Having harmful, undesired qualities that cause damage, mischief, or moral corruption
32654	["chew", "masticate"]	Break down solid food by repeatedly moving teeth and jaw to grind it.
32656	["cork"]	A cylindrical stopper sealing a wine or champagne bottle’s mouth.
32658	["uncork"]	Remove a bottle’s cork, letting its liquid flow for drinking.
32660	["polyglot"]	Skilled in many languages, enabling communication across diverse linguistic cultures.
32661	["handbook"]	Concise reference guide offering detailed information on a specific subject or location
32663	["put in", "harvest", "introduce"]	Place or insert something into another object, often to collect or store.
32665	["student", "pupil"]	Enrolled female learner attending an educational institution, often carrying school materials
32666	["student", "pupil"]	Enrolled learner attending classes, studying coursework, and participating in school activities.
32669	["come", "call", "send for"]	Invite, request, or command someone to approach or arrive at a location.
32671	["trident"]	Three-pronged spear consisting of a wooden shaft and metallic curved head
32673	["tajine", "tagine"]	North African earthenware pot and stew cooked under a conical lid.
32675	["position"]	Spatial arrangement of a body and its limbs, indicating posture or orientation.
32677	["monastery"]	Residence where a religious community, such as nuns, lives and worships.
32678	["monastery"]	A sacred building housing a community of monks for prayer, contemplation, and worship
32681	["scoliosis"]	A medical condition where the spine curves sideways forming a lateral vertebral deviation.
32683	["bath salts"]	A scented mineral mixture added to water for relaxing, cleansing bathing.
32685	["chloroplast"]	Green organelle in plant cells containing chlorophyll and pigments that conduct photosynthesis.
32687	["photosynthesis"]	Process where plants convert sunlight, CO₂ and water into glucose, releasing oxygen.
32689	["mindfulness", "meditate"]	Focused awareness of present experiences, cultivating calm attention and personal responsibility.
32691	["shave", "depilate"]	Use a razor to cut off body hair from skin, such as armpit area.
32693	["walk with a walker", "mosey with a walker"]	Move forward on foot while pushing a supportive four‑wheeled infant walker.
32694	["walk with a walker", "mosey with a walker"]	Move forward by stepping while using a supportive wheeled activity walker.
32697	["Latin lesson", "Latin"]	Instructional session teaching Latin language, covering ancient Roman grammar, vocabulary, and culture
32699	["ocean", "Atlantic Ocean"]	A vast, continuous saltwater basin covering most of Earth's surface.
32701	["band"]	Ensemble of professional musicians playing brass, woodwinds, and percussion under a conductor.
32703	["road safety education", "traffic education"]	Instruction teaching individuals safe practices and decision‑making while using roads and traffic
32705	["english", "english lesson", "english class", "literacy"]	Study of the English language and its literature taught through structured lessons.
32706	["Transition to Adult Life", "Adult Life Transition", "School to Adult Life Transition", "TAL", "ALT", "SALT"]	Series of educational experiences fostering personal independence and managing diverse adult responsibilities.
32708	["half a day", "midday"]	One of two equal portions of a 24‑hour day, representing midday.
32709	["half a day", "midday"]	Twelve‑hour span from sunrise to sunset, dividing a full day into two equal parts.
32712	["rehabilitation clinic", "rehabilitation centre", "rehabilitation center", "rehab center"]	Healthcare facility providing outpatient physical therapy, massage, electrotherapy, and exercise for disability recovery
32714	["children's hospital"]	Specialized medical facility providing pediatric care and surgery for sick or injured children.
32716	["barrier"]	Horizontal striped structure mounted on a support, blocking passage in urban streets.
32718	["skate park"]	Outdoor facility with ramps and surfaces for skateboarding, inline, and ice skating.
32720	["Special Needs Education", "Compulsory Education for Special Needs Children", "Compulsory Basic Education", "CBE"]	Compulsory basic education delivering tailored instruction for physically or mentally handicapped children.
32722	["syllable"]	A spoken language unit containing a vowel sound with optional surrounding consonants
32724	["parent-teacher-student association", "PTSA"]	Formal collaborative organization linking parents, teachers, and students to support education
32726	["babycare shop"]	Retail establishment selling infant supplies such as bottles, pacifiers, strollers, and car seats.
32727	["babycare shop"]	Retail store selling infant products, featuring a female caregiver and baby accessories
32730	["baby walker", "baby-walker", "go-cart"]	Lime‑green wheeled frame with mirror and geometric shapes that aids infant walking.
32732	["bookmobile"]	A van equipped with bookshelves that travels to provide library services on the road.
32734	["mindfulness"]	Focused present awareness cultivated through deliberate attention to thoughts, sensations, and responsibilities
32736	["polling station", "polling place"]	Designated building where citizens submit ballots publicly during elections, facilitating political representation.
32738	["chlorophyll", "chlorophyl"]	Green pigment in photosynthetic organisms that absorbs light for energy conversion.
32739	["lactose"]	Milk sugar composed of glucose and galactose, naturally present in dairy products
32741	["granum"]	Stacked thylakoid disc arrays within chloroplasts that house photosynthetic pigments.
32743	["whose is it?"]	Interrogative phrase asking the owner of an item, e.g., a book.
32745	["before"]	Earlier in a sequence, occurring prior to a referenced event or moment.
32747	["now"]	The present moment occurring at this exact time, indicating immediate temporal reference.
32749	["after", "then", "later on", "afterwards", "later"]	Subsequent point in time following a reference moment, indicating later occurrence.
32751	["make", "do"]	Create, shape, or perform something by assembling materials or executing an action.
32753	["I want more", "give me more"]	A request expressing desire for additional quantity, service, or item
32755	["invisible", "unseeable"]	A presence imperceptible to the eye, depicted as faint, disconnected dots.
32757	["put", "place"]	Move something to a specific location or assign it a particular status.
32759	["parachuting"]	Controlled descent using a parachute, practiced as a recreational sport activity.
32761	["have", "hold", "keep hold", "own", "possess", "have got"]	To possess, hold, or maintain something, either materially or abstractly, as ownership.
32763	["wrinkle", "crumple", "crease"]	Create folds or creases on a smooth surface by applying pressure.
32765	["boundary", "bounds", "limit"]	A marked line or zone that delineates the extent of a geographic or political area
32767	["index"]	Alphabetical list of names and topics with page numbers locating each entry.
32769	["add", "group", "put together"]	Combine items to form a larger group or increase quantity, size, or scope.
32771	["what is it?"]	Interrogative expression of confusion requesting identification or explanation of an unknown object
32773	["take", "grip", "grasp", "take hands", "pick up"]	Grasp and lift an object with the hands, acquiring possession.
32775	["Which is the result?"]	Interrogative phrase requesting the computed outcome of a given problem
32777	["multilingual"]	Able to use several languages for communication, exemplified by a nation with multiple languages.
32778	["exhaust", "deplete"]	Consume completely, depleting resources or energy through prolonged effort or use.
32780	["calm down", "calm", "simmer down"]	Gradually become tranquil and composed after agitation, reducing intensity of emotions.
32782	["logo", "logotype"]	A visual identifier representing a brand, used in communication and signaling systems.
32784	["tuna pot", "marmita"]	Hearty stew of tuna, potatoes, bay leaf, and chili simmered in orange sauce.
32786	["sculpt"]	Carve and shape hard material into a three-dimensional artistic form.
32788	["private sphere", "privacy", "private life"]	Domain of personal life legally shielded from external observation and interference.
32790	["monastery"]	Residence where a female nun and a male friar live communally practicing Christian monasticism.
32792	["Which is the difference?"]	An interrogative request asking to identify distinct qualities between compared elements
32794	["folk dancers", "aurresku", "folk dance"]	Performers who execute traditional regional dances, preserving cultural lore through movement.
32796	["rehabilitate"]	Restore health and functionality through therapy, training, and social reintegration.
32798	["doll house", "dollhouse"]	Miniature house model designed for children’s play, featuring furnished rooms.
32800	["festivities", "celebrations"]	Joyous gatherings and activities marking special occasions throughout the year.
32802	["result", "solution"]	The numeric value obtained after performing a mathematical operation, such as adding numbers.
32804	["exclaim"]	Speak loudly, expressing surprise, horror, joy, or urgent announcement, clearly.
32806	["ancient"]	Pertaining to distant past societies before the Western Roman Empire’s collapse.
32808	["earplugs"]	Small foam or silicone inserts placed in ear canals to protect hearing during swimming.
32810	["shave", "depilate"]	Trim away leg hair using a razor held by a hand.
32812	["water aerobics", "aquatic fitness", "aquafit", "aquagym"]	Energetic aquatic exercise performed in a pool, combining rhythmic movements to enhance fitness.
32814	["finish", "terminate", "end"]	Complete a task or process, reaching its conclusion and producing the final result
32816	["wish for", "want", "like", "desire"]	to strongly desire or hope for something desired or imagined
32818	["bottom", "seabed", "sea bottom"]	Lowest solid surface of a water body where sediment and organisms rest
32820	["I am ready"]	Expressing personal preparedness and willingness to act immediately for upcoming tasks.
32822	["omit", "overleap", "miss", "overlook"]	Leave out or skip something intentionally, often in speech or writing.
32824	["special education school"]	Institution teaching children with physical or cognitive disabilities in tailored classroom environments.
32826	["calm area", "calm corner"]	A designated space fostering mental steadiness and quiet contemplation within a built environment
32828	["sexual orientation"]	Pattern of enduring emotional and sexual attraction toward particular genders or sexes.
32830	["sports drink", "isotonic drink"]	Isotonic beverage formulated to hydrate and replenish electrolytes during athletic activity.
32832	["lie down", "lie"]	Assume a horizontal reclined posture on a surface, typically for rest or recovery.
32834	["have the legs up"]	Elevate one's legs while reclining, a posture used for comfort or medical relief.
32836	["raise the legs"]	Elevate a person’s legs upward from a lower to a higher position.
32838	["gynecological examination"]	Doctor assesses female reproductive health through visual inspection, palpation, and diagnostic tests.
32840	["boy", "child"]	Young male child, typically pre‑adolescent, cheerful, wearing light blue shirt and purple pants.
32841	["boy", "child"]	A young male child, typically pre‑adolescent, often energetic and playful.
32842	["boy", "child"]	young male child, typically pre‑adolescent, exemplified by cheerful short‑haired figure
32843	["boy", "child"]	A youthful male child, typically a young human male person.
32844	["girl", "little girl", "kid"]	A youthful female child, typically pre‑adolescent, characterized by playfulness and growth.
32845	["girl", "little girl", "kid"]	A young female child, typically pre‑adolescent, often depicted with playful demeanor.
32846	["girl", "little girl", "kid"]	Young female child, typically preadolescent, exhibiting feminine traits and demeanor.
32847	["girl", "little girl", "kid"]	A youthful female child, typically under adolescence, often depicted smiling and playful.
32848	["ante meridiem", "a.m.", "A.M."]	Morning period preceding noon, indicated by a.m. abbreviation in daily timekeeping
32850	["post meridiem", "p.m.", "P.M."]	Time period from noon until midnight, indicated by P.M. in the 12‑hour clock.
32852	["stool test", "fecal occult test"]	Medical analysis of collected feces to detect occult blood indicating colorectal disease
32854	["arteriovenous fistula", "AV"]	Abnormal direct connection linking an artery to a vein, facilitating blood flow.
32855	["arteriovenous fistula", "AV"]	Direct surgical connection linking an artery directly to a vein for dialysis access
32858	["apply pressure", "press"]	exert force onto an area to control bleeding or promote hemostasis
32860	["pull your hair out"]	Experience extreme frustration causing one to grasp and yank one's own hair.
32862	["share an idea"]	Transmit a novel thought between people, creating mutual understanding through dialogue.
32864	["slinky"]	A colorful coiled metal toy that moves in spirals when released.
32866	["tighten", "press"]	Apply pressure to make an object more compact or secure.
32868	["Teacch"]	Structured educational program supporting autistic learners through visual schedules and individualized instruction
